Country,Year,Water Source Type,pH Level,Dissolved Oxygen ,Diarrhea,Typhoid,Rainfall
Indonesia,2002,Well,6.61,3.75,63.81,11,43.14
USA,2016,Spring,7.32,6.93,65.22,12,98.59
Nigeria,2013,River,6.69,7.63,96.85,13,79.92
China,2005,Lake,8.16,9.17,37.02,9,48.6
USA,2007,Well,7.52,3.49,56.64,11,43.56
Brazil,2021,Tap,6,5.07,66.02,21,77.2
Indonesia,2004,River,8.01,7.85,97.42,17,40.34
China,2007,River,6.83,3.24,65.3,38,55.84
Ethiopia,2001,Spring,6.8,4.42,84.27,18,32.83
India,2014,River,6.96,4.53,82.45,29,40.33
Pakistan,2011,Well,7.58,7.69,69.65,14,27.87
Ethiopia,2016,Spring,7.11,5,39.15,38,54.17
Nigeria,2000,River,7.57,7.2,45.31,13,94.14
Mexico,2014,Tap,6.37,9.76,46.81,8,28.07
India,2013,Pond,8.43,8.55,32.71,4,54.99
Pakistan,2019,Well,7.82,5.33,56.55,32,43.87
Pakistan,2021,Tap,6.63,6.31,72.74,47,49.04
Brazil,2015,Tap,7.81,4.4,40.1,4,81.72
Brazil,2008,Spring,7.44,3.11,42.25,23,54.8
Bangladesh,2000,Lake,6.27,5.03,79.49,7,72.03
Ethiopia,2016,Spring,6.45,5.59,41.85,18,97.78
Ethiopia,2012,Well,6.1,6.95,39.47,11,69.32
Ethiopia,2020,Well,8.02,9.61,98.45,7,46.99
Bangladesh,2020,Spring,7.38,9.63,31.03,7,51.81
USA,2004,Lake,6.79,3.49,52.78,37,75.67
Pakistan,2009,Spring,6.32,7.3,32.45,19,75.55
India,2005,Well,7.21,3.3,88.66,28,49.45
Nigeria,2023,Lake,7.31,7.54,70.85,40,77.96
Pakistan,2018,Well,7.75,3.82,33.36,33,64.05
Brazil,2024,Lake,8.42,9.62,73.08,17,98.43
China,2012,Lake,7.09,9.05,38.62,0,92.65
Mexico,2000,Spring,7.02,3.16,64.7,10,85.91
Bangladesh,2019,Spring,6.92,8.47,76.86,46,22.75
Indonesia,2024,Spring,8.07,7.45,40.4,43,50.43
China,2014,Lake,6.39,6.47,64.79,34,65.86
Nigeria,2013,Lake,6.86,7.22,62.02,31,61.73
Ethiopia,2007,Well,7.81,7.75,94.1,41,81.09
Brazil,2009,Tap,6.04,9.19,99.7,15,92.73
Brazil,2008,Spring,6.72,8.37,75.81,5,82.97
Brazil,2016,Pond,7.6,7.03,89.84,8,37.62
Ethiopia,2008,Well,6.46,8.77,75.28,39,58.85
Indonesia,2002,Well,6.76,9.91,91.34,21,51.49
Bangladesh,2010,River,7.22,5.1,60.33,47,81.3
China,2011,Spring,7.06,3.83,72.56,7,91.61
Ethiopia,2009,Well,6.27,8.12,89.16,31,42.95
Nigeria,2024,River,8.35,9.85,94.27,25,59.11
Bangladesh,2016,Pond,6.11,3.82,31.73,17,78.55
Nigeria,2016,Pond,7.87,6.02,37.28,36,24
Bangladesh,2024,Spring,6.18,3.44,95.18,11,97.05
Indonesia,2010,Lake,7.17,8.44,69.8,37,84
Mexico,2021,River,6.44,9.64,99.31,33,63.42
Nigeria,2003,Lake,6.35,6.49,85.48,3,82.29
Ethiopia,2006,Pond,6.31,5.87,87.27,15,86.91
Bangladesh,2020,Pond,7.13,9.35,57.03,23,59.51
Brazil,2013,Tap,7.29,3.93,48.03,13,55.21
Pakistan,2006,Tap,6.33,9.24,71.88,16,87.02
Brazil,2023,Tap,8.45,5.74,91.53,30,88.77
USA,2007,Tap,6.64,6.92,80.8,3,29.89
Mexico,2000,Well,7.15,6.7,63.05,49,92.63
Mexico,2023,Tap,6.54,7.31,82.72,43,42.14
Brazil,2021,Well,7.23,9.59,78.33,33,73.37
China,2003,Well,7.89,9.66,93.91,37,76.74
Indonesia,2011,Spring,7.3,8.82,48.45,37,42.38
Nigeria,2023,Well,6.71,4.34,38.35,2,44.33
Ethiopia,2002,Well,6.62,5.33,62.9,7,76.5
Mexico,2012,Tap,7.9,6.41,55.28,11,34.01
Brazil,2019,Well,6.3,9.34,98.24,34,88.67
Brazil,2005,Lake,6.92,6.65,30.53,1,37.83
Indonesia,2010,Tap,6.38,9.84,95.34,28,48.09
Indonesia,2022,River,6.64,9.89,96.86,22,41.33
India,2003,Tap,6.38,7.19,33.57,32,39.62
India,2019,Well,8.22,9.14,92.27,49,98.31
China,2015,Lake,7.83,9.99,62.95,17,40.27
China,2006,Tap,7.4,8.95,83.63,39,66.27
USA,2021,Lake,6.56,7.6,35.55,21,79.63
China,2010,River,7.28,8.92,96.86,13,23.36
Bangladesh,2023,Pond,7.3,3.58,72.53,28,90.53
Indonesia,2000,River,7.48,7.44,92.91,44,32.23
Ethiopia,2006,Pond,6.15,4.52,77.11,14,67.05
Bangladesh,2011,Spring,8.43,3.81,67.58,14,71.29
Nigeria,2006,Pond,7.16,9.25,42.07,44,70.37
Brazil,2022,Spring,8.32,7.48,42.46,3,78.68
China,2006,Tap,6.02,4.7,63.08,35,94.5
Brazil,2009,Spring,6.62,5.71,90.93,4,94.15
Mexico,2015,Lake,6.26,9.81,38.07,2,66.25
USA,2007,Spring,7.92,9.04,99.89,11,49.59
Mexico,2008,Lake,6.8,3.11,91.31,19,45.72
USA,2008,Pond,8.1,9.86,57.48,43,90.93
India,2001,Pond,8.08,5.58,47.72,19,88.25
Brazil,2012,Pond,7.67,7.87,94.54,38,43.67
USA,2012,Spring,7.66,7.99,38.62,38,32.19
Pakistan,2022,Pond,7.75,9.38,54.31,0,88.89
Bangladesh,2022,Spring,7.68,9.2,35.87,43,68.67
USA,2003,Spring,6.97,4.97,96.74,2,45.05
USA,2024,Well,7.71,7.5,73.23,46,68.85
Bangladesh,2023,Well,8.24,5.76,53.53,8,25.3
Brazil,2011,Spring,6.83,6.68,49.28,19,35.21
Brazil,2016,Lake,8.36,6.88,61.09,8,63.66
Bangladesh,2001,Tap,6.03,5.77,36.4,30,63.13
Mexico,2012,River,6.87,6.25,92.25,45,39.73
Pakistan,2017,Well,6.33,4.46,65.77,27,98.57
Ethiopia,2014,Spring,6.32,7.25,80.76,34,52.99
Nigeria,2007,River,8.04,8.31,46.36,39,76.68
Pakistan,2014,Well,8.3,6.01,65.26,37,40.68
Brazil,2000,Tap,7.94,9.84,44.78,43,53.96
Ethiopia,2019,Lake,8.44,3.4,87.13,1,86.5
India,2009,Spring,6.54,7.12,84.27,2,87.89
China,2011,Tap,6.35,7.09,40.37,13,30.82
USA,2004,Well,7.3,3.25,35.22,16,48.37
Bangladesh,2008,Spring,8.07,4.57,87.69,34,36.25
Bangladesh,2022,River,6.1,9.34,37.68,3,91.22
USA,2007,Pond,8.49,6.81,68.39,46,80.31
China,2015,Lake,7.51,6.05,67.41,29,65.06
Nigeria,2013,Well,8.45,5.91,44.21,38,72.01
China,2024,Lake,6.91,9.22,71.39,13,93.13
Ethiopia,2012,Spring,7.15,5.57,65.19,47,44.26
China,2022,Pond,7.88,9.01,65.64,26,21.09
Ethiopia,2020,Tap,7.98,5.16,55.18,12,22.11
China,2012,Lake,6.58,6.72,88.69,19,23.73
Nigeria,2004,River,8.32,4.01,35.91,48,30.28
Nigeria,2015,Well,8.17,8.78,60.7,48,65.67
Brazil,2010,River,6.05,8.15,48.19,23,98.49
USA,2021,Lake,6.32,6.71,89.39,9,53.59
Nigeria,2004,Pond,7.24,3.18,45.76,6,76.99
Ethiopia,2012,Tap,7.15,6.37,83.69,16,83.37
Nigeria,2010,Tap,7.77,4.58,72.81,21,84.11
Brazil,2024,River,6.22,5.89,91.24,43,55.46
Bangladesh,2018,Spring,7.61,8.99,71.57,10,64
Ethiopia,2002,Spring,7.54,8.39,68.95,41,46.3
Brazil,2014,Pond,6.58,4.69,86.08,22,75.03
Mexico,2006,Tap,7.36,9.89,69.37,21,50.63
Mexico,2006,River,6.56,9.32,89.12,39,44.89
India,2005,River,6.37,6.7,33.45,46,70.18
China,2002,River,7.43,6.71,64.66,17,47.3
USA,2012,Lake,8.44,9.31,86.89,44,52.64
Indonesia,2006,Pond,6.59,7.45,89.39,25,76.87
Pakistan,2004,Spring,6.89,6.76,88.38,47,88.27
Brazil,2022,Spring,6.64,8.24,72.31,29,54.78
Bangladesh,2017,Lake,6.67,4.65,99.58,12,61.78
Pakistan,2021,Well,7.01,9.15,42.7,3,79.71
Bangladesh,2007,Lake,7.75,6.72,42.21,42,38
Pakistan,2016,Pond,6.1,7.22,32.3,26,53.2
Brazil,2019,River,8.39,3.63,99.25,39,84.92
Indonesia,2000,Lake,6.12,5.17,54.36,9,91.56
Pakistan,2013,River,8.2,5.99,83.34,43,71.59
Brazil,2016,Pond,8.24,5.9,34.18,27,51.47
Nigeria,2009,Pond,7.31,8.45,50.91,20,68.47
Indonesia,2011,Tap,6.34,4.98,73.67,10,34.31
Ethiopia,2015,River,7.41,4.27,66.73,19,22.34
Bangladesh,2013,Spring,7.57,7.08,44.54,35,25.97
Mexico,2015,Lake,8.14,7.31,62.31,18,28.65
China,2007,Pond,7.38,3.85,37.61,9,38.05
Mexico,2022,River,7.03,3.02,67.99,14,56.94
Indonesia,2009,Well,8.1,9.42,36.79,44,38.58
Ethiopia,2016,Tap,8.45,3.56,74.52,44,66.8
Bangladesh,2017,Well,7.61,9.29,40.88,17,99.86
Ethiopia,2019,Pond,8.19,5.79,68.3,6,59.85
Pakistan,2015,Well,7.5,7.57,39.04,29,80.55
Bangladesh,2016,Well,7.72,4.3,58.05,13,43.39
Pakistan,2015,Tap,7.72,8.77,54.63,36,97.03
Brazil,2018,Tap,7.76,4.26,82.95,40,39.93
Indonesia,2023,Tap,6.8,5.71,74.88,29,67.73
Brazil,2023,Tap,7.44,4.67,95.6,26,98.67
India,2007,Well,7.49,8.86,94.53,48,84.66
Ethiopia,2005,Spring,6.79,9.01,80.75,36,99.36
Pakistan,2005,Spring,6.87,5.6,83.94,47,50.38
Nigeria,2020,Tap,7.91,5.15,73.74,40,26.21
Brazil,2008,Lake,7.46,8.41,78.42,16,39.48
India,2003,River,6.37,9.15,73.21,29,96.61
USA,2011,Pond,8.09,7.37,51.82,17,49.65
Mexico,2011,Lake,8.21,9.49,54.55,2,29.98
Bangladesh,2022,Pond,7.17,5.68,70.23,27,67.45
India,2016,Lake,6.52,4.06,80.41,36,60.03
Indonesia,2014,Lake,8.37,4.26,58.43,29,25
Brazil,2008,Spring,8.21,7.69,39.99,20,56.24
Indonesia,2006,River,6.61,5.85,62.16,48,70.63
Mexico,2009,Lake,6.24,4.09,97.42,19,38.62
Nigeria,2015,Tap,7.1,5.05,44.99,21,29.96
Ethiopia,2011,Pond,7.69,6.71,75.43,35,89.18
Ethiopia,2024,Spring,6.44,3.85,98.78,35,70.04
Indonesia,2006,Pond,7.28,3.02,56.34,20,32.42
Pakistan,2017,Tap,7.06,9.42,92.15,23,70.33
Nigeria,2014,Tap,8.23,5.13,90.48,20,78.82
Ethiopia,2005,Lake,7.07,4.55,53.73,6,67.8
Nigeria,2011,Tap,7.33,7.89,36.9,7,29.29
India,2010,River,8.39,8.97,42.5,21,29.98
Nigeria,2019,Tap,6.75,7.43,55.6,21,23.61
China,2002,Lake,6.72,4.78,97.14,29,38.72
Mexico,2001,Pond,8,9.03,49.21,33,24.77
Ethiopia,2005,Tap,6.69,6.57,94.88,28,84.42
Nigeria,2023,Spring,8.08,5.67,42.7,9,21.23
Indonesia,2021,Spring,6.24,7.23,97.89,4,66.48
USA,2024,Spring,6.28,7.9,50.55,48,84.79
China,2004,Pond,8.25,7.16,74.32,38,91.59
China,2017,Well,7.35,9.44,34.88,33,52.76
Pakistan,2015,Spring,7.8,7.4,50.98,37,69.67
Nigeria,2007,Spring,6.56,9.15,44.75,9,96.09
Pakistan,2024,Well,6.42,7.11,30.24,8,73.73
Pakistan,2019,Pond,8.09,5.31,40.97,31,92.09
USA,2021,Spring,6.9,6.73,71.52,4,74.74
India,2010,Lake,7.14,3.6,57.29,34,25.44
Nigeria,2009,Pond,6.07,4.61,80.58,10,35.75
Brazil,2023,Spring,6.96,8.36,76.98,41,95.24
Ethiopia,2024,Spring,7.93,7.63,85.95,15,87.54
Pakistan,2011,Well,8.05,4.17,90.69,26,53.82
Mexico,2020,Lake,7.75,6.07,87.39,19,32.89
Bangladesh,2005,Pond,7.73,3.99,61.36,0,32.57
Mexico,2019,Tap,7.27,8.99,51.61,25,92.39
USA,2004,River,7.35,3.76,65.16,10,33.3
USA,2022,Lake,7.86,7.58,67.46,14,50.9
Indonesia,2008,Tap,6.62,7.25,51.92,38,92.06
India,2015,Lake,6.58,6.31,67.8,39,22.67
Ethiopia,2021,Tap,8.37,4.95,37.4,47,70.46
Pakistan,2013,Tap,6.07,5.83,46.17,17,48.05
Mexico,2021,Lake,6.35,8.64,82.22,23,28.62
Bangladesh,2007,Well,7.43,8.33,42.8,27,65.4
USA,2019,Lake,7.84,8.17,39.73,24,58.79
USA,2018,Lake,7.34,8.25,50.11,22,27.94
India,2013,Tap,6.89,4.01,55.97,10,41.38
Bangladesh,2006,River,8.44,3.69,53,32,79.23
Bangladesh,2004,Tap,7.76,9.03,56.22,15,80.47
India,2017,Spring,8.08,8.86,39.79,35,67.89
USA,2001,Lake,6.1,7.77,41.58,22,28.84
Ethiopia,2010,Pond,6.59,7.24,46.51,5,88.25
Nigeria,2021,Lake,6.94,5.57,58.14,42,33.82
Nigeria,2007,Well,6.46,4.57,53.51,23,77.68
India,2000,Pond,6.18,7.67,85.39,37,23.41
Bangladesh,2021,Tap,6.56,9.39,66.79,41,46.55
Pakistan,2011,Well,7.33,6.06,70.3,5,58.27
India,2001,Lake,7.74,5.12,69.24,9,22.24
Ethiopia,2017,Tap,7.94,4.9,57.91,21,33.72
India,2006,Tap,6.11,3.17,98.63,22,45.51
China,2016,Spring,7.07,6.64,32.61,4,98.6
Mexico,2021,Spring,6.31,9.92,45.11,27,82.36
Bangladesh,2022,River,7.08,8.71,49.93,8,87.26
Indonesia,2013,Spring,7.08,9.28,91.69,38,73.4
Indonesia,2023,Pond,7.25,7.35,94.32,48,43.39
Bangladesh,2006,Tap,8.23,6.37,89.23,43,76.76
Ethiopia,2021,Spring,8.01,9.93,59.19,27,73.9
China,2024,River,7.59,6.13,94.02,24,68.8
China,2002,Lake,8.21,9.42,36.9,42,43.87
USA,2005,Pond,7.7,8.33,75.67,37,41.06
Mexico,2019,Spring,8.05,5.32,95.61,26,46.9
Nigeria,2001,Tap,7.41,6.52,82.84,23,44.99
Brazil,2016,Lake,7.31,5.69,49.45,42,26.23
Ethiopia,2011,Tap,7.81,3.95,80.23,42,84.18
Brazil,2011,Lake,6.05,5.5,50.63,45,49.54
Brazil,2016,Pond,7.73,9.22,37.81,15,76.53
Bangladesh,2009,Tap,8.34,8.27,80.21,1,42.39
Indonesia,2002,Spring,7.78,4.94,42.55,1,68.16
Indonesia,2019,Spring,6.09,5.58,37.77,4,22.77
Nigeria,2017,River,6.94,7.32,68.62,45,28.48
Bangladesh,2012,Lake,8.02,5.91,73.44,20,49.16
Brazil,2011,River,8.4,6.52,33.57,9,41.5
Pakistan,2016,Well,6.93,7.89,30.31,41,48.27
Indonesia,2003,Spring,8.1,6.27,91.74,17,94.46
Ethiopia,2022,Lake,8.16,4.34,38.07,25,25.91
Ethiopia,2009,Pond,6.31,6.64,70.87,19,57.02
USA,2010,River,8.11,5.49,96.75,40,35.86
India,2005,Pond,6.81,5.04,65.83,35,48.47
Pakistan,2005,Pond,7.48,5.3,39.79,48,74.16
Indonesia,2008,Pond,7.35,6.07,57.54,20,97.84
China,2014,River,7.66,9.21,73.68,1,75.58
Indonesia,2001,Well,7.85,8.14,83.4,45,90.79
USA,2003,River,7.1,7.68,72.49,32,31.78
Ethiopia,2004,Tap,8.22,6.3,32.4,22,34.51
Brazil,2016,Spring,8.02,3.01,40.02,38,90.14
China,2007,River,7.96,5.38,56.03,30,68.6
Bangladesh,2007,River,7.15,8.69,79.4,3,83.37
Mexico,2021,Well,6.09,5.72,70.9,40,37.83
Brazil,2011,Tap,7.23,6.95,33.13,2,47.89
Mexico,2020,River,8.25,4.43,85.78,36,26.48
Pakistan,2007,Spring,6.48,9.41,72.36,9,91.65
India,2018,Spring,8.46,9.46,92.1,41,96.51
China,2002,River,8.02,4.02,59.24,31,88.6
Nigeria,2017,Pond,7.77,8.07,64.31,35,54.97
China,2020,Pond,7.69,3.53,58.39,48,47.29
Indonesia,2018,Tap,7.47,7.19,80.57,26,57.01
Ethiopia,2018,Spring,7.8,4.25,82.65,48,71.01
Indonesia,2014,Pond,7.05,4.02,80.63,18,54.52
Indonesia,2005,Spring,8.11,3.03,50.41,37,53.73
Pakistan,2015,Tap,7.74,9.59,74.52,0,54.48
Brazil,2007,Tap,7.93,8.8,53.7,25,79.57
Nigeria,2015,Pond,7.98,3.54,88.39,45,82.94
Nigeria,2017,River,6.23,7.2,33.86,12,89.64
Indonesia,2019,Lake,6.14,4.63,32.64,34,39.44
Mexico,2015,Well,8,4.85,37.12,1,32.6
Pakistan,2010,Lake,6.65,9.12,44.17,21,47.61
Indonesia,2006,Lake,7.45,3.8,32.63,38,53.64
India,2016,Spring,7.11,7.21,35.01,27,76.15
Ethiopia,2016,Tap,6.06,5.81,51.42,43,80.63
Brazil,2011,Spring,6.1,4.34,36.99,1,98.73
Bangladesh,2012,Pond,8.07,6.16,86.15,10,50.26
India,2009,Well,7.52,9.58,33.77,47,52.2
Mexico,2006,Pond,7.31,8.47,93.56,36,63.37
China,2013,River,8.36,3.92,90.96,25,85.63
China,2022,Well,6.43,8.95,44.59,27,72.87
India,2000,Spring,6.64,9.56,35.01,25,65.81
Indonesia,2016,Spring,7.89,4.94,37.39,16,71.85
Bangladesh,2003,Pond,7.94,5.33,69.14,2,57.16
USA,2020,Spring,7.01,3.88,72.06,13,80.72
USA,2004,Spring,8.38,5.41,52.09,15,26.02
Mexico,2019,Lake,8.35,7.71,50.78,48,60.72
Indonesia,2023,River,6.03,4.91,67.21,35,84.53
Nigeria,2022,Lake,6.43,3.05,51.39,27,44.2
Nigeria,2024,Spring,8.05,5.37,95.4,27,87.47
Brazil,2006,Tap,6.84,6.17,56.78,24,82.63
Bangladesh,2009,Lake,6.24,6.96,45.39,8,66.45
Bangladesh,2016,Spring,7.96,7.79,40.22,10,40.17
China,2006,Spring,7.14,3.43,74.22,36,88.89
Pakistan,2000,River,7.23,6.29,52.87,42,22.4
Mexico,2006,Pond,6.47,4.86,43.22,44,67.4
USA,2023,Well,7.65,9.64,49.31,20,82.61
Mexico,2010,Lake,7.38,5.52,51.55,1,58.83
Nigeria,2008,Lake,6.52,3.7,73.81,33,28.23
Nigeria,2011,Lake,6.85,3.29,42.23,41,86.72
India,2002,Spring,7.49,4.86,81.3,12,92.73
Brazil,2003,River,8.31,4.25,51.34,4,65.06
Bangladesh,2003,Spring,8.3,7.55,64.18,10,82.97
Ethiopia,2024,Spring,6.72,8.93,75.84,28,68.86
Mexico,2012,Pond,7.84,5.19,68.05,46,65.86
Nigeria,2022,Tap,7.94,7.04,76.36,27,30.46
Pakistan,2018,River,8.02,8.11,52.58,27,54.94
China,2009,Lake,7.43,5.79,97.44,4,74.3
USA,2004,Well,6.03,3.46,62.13,19,56.36
Brazil,2006,Lake,7.9,4.6,52.54,36,69.42
Pakistan,2023,Spring,6.27,9.18,50.75,38,91.58
Brazil,2015,River,6.29,8.77,32.99,9,49.3
India,2000,River,7.51,3.61,77.94,31,86.28
Ethiopia,2011,River,8.46,4.57,48.38,28,22.32
Nigeria,2001,Tap,6.61,8.38,97.13,1,88.21
China,2006,Lake,7.61,6.4,44.73,0,28.53
Pakistan,2010,Tap,6.76,8.32,67.06,19,45.72
Brazil,2012,Pond,8.25,4.48,81.48,0,61.08
Bangladesh,2001,Well,7.48,9.67,90.91,3,72
India,2006,Pond,6.52,8.49,40.95,14,96.25
Bangladesh,2014,Spring,6.66,4.38,98.98,46,44.56
China,2024,Tap,7.08,6.91,93.47,29,26.83
Pakistan,2010,Tap,6.31,3.79,97.4,5,56.71
India,2001,Pond,6.2,5.53,89.69,37,47.62
Pakistan,2006,Spring,7.7,7.62,91.44,0,68.01
Nigeria,2003,River,7.02,5.31,71.92,6,93.82
Indonesia,2010,Spring,7.82,7.6,89.17,4,71.47
India,2001,Lake,6.28,4.71,67.38,48,66.24
Bangladesh,2015,Pond,7.52,8.05,67.68,6,39.69
China,2006,Spring,7.11,5.52,69.38,35,41.18
Ethiopia,2012,River,6.14,8.53,99.74,2,54.89
Nigeria,2004,Spring,7.36,3.96,37.31,11,91.3
Indonesia,2016,Tap,6.21,5.53,86.39,14,66.36
Ethiopia,2020,Well,8.07,6.25,49.13,19,59.57
USA,2011,Tap,7.58,5.97,55.29,40,63.4
Nigeria,2018,Well,7.39,6.03,35.64,20,86.7
China,2006,Spring,6.33,6.11,54.61,31,74.23
Brazil,2005,Lake,6.72,9.92,99.35,11,94.19
India,2007,Spring,7.23,4.35,57.79,36,66.54
Pakistan,2012,River,7.58,8.38,76.88,39,35.68
China,2004,Spring,6.46,6.86,38.45,46,21.5
India,2001,Well,6.02,5.9,94.57,6,45.37
Ethiopia,2008,Tap,6.86,7.43,87.94,44,25.02
Pakistan,2010,Lake,7.21,8.97,57.04,30,52.57
Mexico,2023,Spring,6.46,6.27,54.39,0,35.03
Bangladesh,2005,Spring,7.23,9.05,60.26,10,52.39
USA,2006,Tap,6.85,3.66,58.09,44,51.94
Nigeria,2024,Lake,7.14,7.57,48.06,33,42.1
China,2006,Pond,6.87,5.33,99.36,18,72.23
USA,2018,Spring,7.57,5.71,86.74,10,54.67
Brazil,2005,Spring,6.11,7,48.75,32,91.48
India,2010,Pond,6.43,6.36,98.72,32,26.09
India,2010,Well,7.08,5.67,31.09,7,52.85
China,2006,Well,6.89,5.16,60.65,44,82.08
Indonesia,2001,River,6.98,7.33,69.86,7,59.56
Indonesia,2018,Tap,8.01,6.54,32.63,33,97.29
Mexico,2003,Lake,8.22,5.26,41.27,39,33.99
Bangladesh,2005,Spring,6.62,4.43,48.07,26,45.28
Pakistan,2016,Spring,8.09,8.42,80.42,28,29.29
Brazil,2024,River,7.15,8.6,95.78,13,39.74
USA,2004,Spring,6.68,4.5,73.72,33,73.8
Indonesia,2006,Tap,8.46,4.83,69.39,44,58.96
Mexico,2008,River,8.06,4.67,67.57,36,32.97
Mexico,2024,Tap,8.49,9.19,54.55,0,57.98
China,2000,River,6.42,8.42,87.94,8,87.79
Brazil,2000,Spring,6.36,3.52,67.85,9,55.19
Ethiopia,2018,River,7.26,8.83,46.11,29,21.06
Pakistan,2005,Well,7.6,3.26,39.58,42,24.39
Bangladesh,2017,Lake,6.43,4.77,98.99,17,55.05
Nigeria,2009,Spring,8.15,9.43,31.22,16,67.46
China,2010,Pond,7.33,9.05,95.34,5,90.92
Pakistan,2000,Lake,7.03,8.47,45.28,10,98.56
Nigeria,2000,Spring,7.51,6.2,76.03,23,98.43
Nigeria,2012,Lake,7.59,5.25,51.11,35,64.63
Brazil,2004,Well,6.11,9.17,90.19,32,22.86
Brazil,2019,Lake,8.5,7.6,68.04,32,37.08
USA,2000,River,6.91,5.07,39.87,17,54.75
Mexico,2019,Lake,6.15,6.24,48.89,4,90.37
Pakistan,2002,Spring,8.13,9.17,52.42,30,21.72
China,2017,Pond,8.48,9.32,92.01,15,60.75
India,2008,Pond,8.04,7.62,83.67,1,72.28
China,2013,Tap,8.13,8.13,88.07,8,43.06
USA,2016,Lake,7.56,3.28,33.66,1,45.25
Bangladesh,2022,Pond,8.31,7.23,70.51,36,51.07
Mexico,2013,Lake,6.09,7.82,99.94,19,41.97
India,2003,Pond,7.92,3.14,84.96,16,54.98
Indonesia,2004,Lake,7.68,8.91,38.45,24,32.65
Bangladesh,2020,Spring,6.12,9.5,77.52,18,35.95
Brazil,2016,Lake,7.36,4.67,82.17,41,22.97
Nigeria,2021,Spring,7.29,8.92,66,7,52.91
Indonesia,2024,Spring,7.73,7.66,35.51,10,76.59
China,2001,Tap,6.19,7.06,32.43,12,60.49
China,2022,Pond,8.01,8.9,95.65,12,62.45
Brazil,2021,River,6.35,5,48.03,8,56
USA,2004,Spring,7.05,8.54,56.53,4,66.79
Pakistan,2003,Pond,8.2,5.2,85.67,17,38.37
Indonesia,2003,Well,7.4,8.51,78.25,39,36.6
Indonesia,2005,Lake,6.95,6.16,97.8,13,95.36
Ethiopia,2019,Well,6.12,3.82,36.5,33,56.03
Bangladesh,2020,Lake,7.68,5.67,79.48,21,86.17
Mexico,2012,Tap,8.47,4.63,35.76,47,93.35
Bangladesh,2021,Spring,8.28,3.7,30.01,32,69.19
Pakistan,2004,River,7.79,3.77,38.42,23,43.9
China,2022,Spring,6.26,8.46,73.17,28,74.38
China,2024,Lake,6.6,9.17,77.33,12,54.47
China,2022,River,6.47,9.49,60.68,49,97.85
Ethiopia,2006,Spring,6.89,8.98,33.22,26,84.9
China,2019,River,6.59,8.81,74.38,0,85.2
Pakistan,2000,Lake,6.61,3.48,36.01,6,67.1
Brazil,2013,Tap,7.54,8.53,39.92,3,20.67
Mexico,2023,Tap,6.8,8.48,65.88,9,86.55
Pakistan,2003,Spring,7.69,3.92,53.83,39,22.03
Mexico,2016,Well,8.37,7.63,62.53,34,29.79
Pakistan,2020,Lake,7.6,6.17,74.46,38,87.09
China,2013,Spring,7.88,9.3,41.2,15,37.5
Brazil,2015,Spring,7.88,7.87,92.52,26,87.29
Indonesia,2013,Tap,6.83,9.66,69.16,19,38.91
Bangladesh,2015,River,6.04,3.73,31.55,9,81.66
Nigeria,2023,Lake,6.14,3.28,73.99,44,63.37
Brazil,2019,River,6.71,9.82,62.42,32,73.68
Indonesia,2007,Pond,7.72,3.56,79.11,6,87.05
USA,2023,Pond,8.27,5.7,84.88,41,98.72
Pakistan,2002,Lake,8.4,7.55,95.72,43,26.86
USA,2024,Well,6.06,9.16,99.88,45,74.83
Indonesia,2018,Pond,8.48,4.78,68.47,21,96.7
Brazil,2000,Tap,6.81,3.2,69.31,42,49.9
Pakistan,2001,Well,8.11,6.65,31.57,16,46.7
Nigeria,2014,Spring,6.45,6.3,90.56,8,74.4
China,2021,Pond,6.16,5.15,32.01,39,52.16
Pakistan,2009,Tap,6.95,9.12,74.29,9,37.16
Pakistan,2017,Spring,8.15,8.25,36.9,35,32.92
Brazil,2021,Well,6.55,9.01,50.01,30,35.41
Brazil,2013,Lake,6.38,4.13,39.82,30,76.34
Indonesia,2016,Spring,8.27,7.85,39.62,4,93.5
India,2012,River,8.35,9.83,35.22,17,84.48
Pakistan,2000,Lake,6.03,7.28,52.25,5,55.86
Bangladesh,2004,Lake,7.82,4.2,59.66,41,62.29
Pakistan,2012,Well,6.77,9.97,62.51,49,69.61
Indonesia,2024,Well,6.94,6.7,60.78,27,66.4
Mexico,2013,Tap,7.17,8.88,66.66,42,97.48
USA,2023,Tap,7.07,4.05,90.19,23,90.94
China,2002,River,7.29,7.66,74.23,4,23.48
India,2014,Lake,7.46,9.39,31.21,27,86.86
Nigeria,2018,River,7.16,6.72,42.11,2,29.12
Nigeria,2016,River,7.75,5.02,54.43,17,75.22
Nigeria,2002,Well,7.8,3.89,96.43,3,42.85
Brazil,2015,River,7.1,5.07,35.47,39,81.87
Nigeria,2013,River,6.36,5.48,79.71,48,20.69
China,2011,Spring,7.6,7.97,32.32,41,50.58
USA,2011,Tap,7.93,4.25,55.38,31,21.72
Nigeria,2010,Tap,7.6,3.74,83.91,31,96.28
Pakistan,2016,Lake,7.47,5.71,54.08,18,21.23
Pakistan,2007,Tap,6.57,6.21,60.12,28,32.42
Brazil,2016,Pond,7.61,7.4,93.37,32,63.14
China,2020,Lake,6.84,7.95,34.63,1,71.69
USA,2024,Spring,8.3,9.22,66.94,10,78.32
India,2022,Tap,7.63,5.02,55.64,46,39.75
